,type,primary_title,original_title,premiered,runtime_minutes,genres,rating,votes
173576,movie,Fear the Forest,Fear the Forest,2009.0,105.0,Horror,4.5,118
173580,movie,Hysterical Psycho,Hysterical Psycho,2009.0,73.0,Horror,5.9,99
173633,movie,The Truth,The Truth,2020.0,104.0,"Horror,Mystery",8.1,17
173642,movie,Second Origin,Segon origen,2015.0,106.0,"Adventure,Horror,Sci-Fi",4.4,457
173648,movie,Night at the Eagle Inn,Night at the Eagle Inn,2021.0,70.0,"Horror,Mystery,Thriller",3.8,455
173678,movie,Aquarium of the Dead,Aquarium of the Dead,2021.0,86.0,"Action,Comedy,Horror",2.9,777
173679,movie,The Samejima Incident,Sin Samejima Jiken,2020.0,80.0,Horror,4.4,36
173708,movie,Men,Men,2022.0,100.0,"Drama,Fantasy,Horror",6.1,25966
173741,movie,Medusa,Medusa,2021.0,127.0,"Fantasy,Horror",5.7,270
173749,movie,Fangs,Fangs,2021.0,80.0,Horror,4.7,24
173777,movie,999 West Z Street: The Movie,999 West Z Street: The Movie,2009.0,,Horror,4.0,27
173782,movie,Doctor Prim,Doctor Prim,2021.0,88.0,"Drama,Horror",4.8,41
173785,movie,Dark House,Haunted,2014.0,102.0,"Horror,Thriller",4.7,2662
173791,movie,Ouija Board,Ouija Board,2009.0,80.0,Horror,4.5,30
173797,movie,Candy Land,Candy Land,2022.0,90.0,"Horror,Thriller",5.8,9
173798,movie,13B: Fear Has a New Address,13B: Fear Has a New Address,2009.0,138.0,"Drama,Horror,Mystery",7.3,7270
173810,movie,Hantu Biang Kerok,Hantu Biang Kerok,2009.0,100.0,"Comedy,Drama,Horror",3.1,11
173814,movie,The Ghost of Mortuary,Kuntilanak Kamar Mayat,2009.0,85.0,"Horror,Mystery,Thriller",5.1,43
173826,movie,Sumpah (Ini) Pocong!,Sumpah (Ini) Pocong!,2009.0,,"Comedy,Horror",4.2,27
173835,movie,Sharks of the Corn,Sharks of the Corn,2021.0,105.0,Horror,1.8,346
173839,movie,Death Park: The End,Death Park: The End,2021.0,72.0,Horror,7.0,14
173863,movie,Infection: The Invasion Begins,Infection: The Invasion Begins,2011.0,95.0,"Horror,Sci-Fi,Thriller",2.4,510
173867,movie,Demekingu,Demekingu,2009.0,99.0,"Drama,Horror,Sci-Fi",4.9,70
173889,movie,World Ends at Camp Z,World Ends at Camp Z,2021.0,90.0,"Action,Horror,Thriller",3.8,320
173898,movie,The Sadness,Ku bei,2021.0,99.0,Horror,6.5,9387
173911,movie,The Bug in the Bathroom,The Bug in the Bathroom,2009.0,59.0,"Drama,Horror,Mystery",6.1,20
173915,movie,The Fugue,The Fugue,2009.0,90.0,Horror,2.7,138
173922,movie,Sleep. Walk. Kill.,Sleep. Walk. Kill.,2021.0,,"Comedy,Horror",7.5,11
173972,movie,Zivot i smrt porno bande,Zivot i smrt porno bande,2009.0,90.0,"Adventure,Drama,Horror",6.0,2194
173986,movie,The Ghost Resort,The Ghost Resort,2021.0,86.0,"Horror,Thriller",4.4,16
173990,movie,Affliction,Affliction,2021.0,90.0,"Horror,Thriller",6.1,101
174028,movie,Vampire City,Vampire City,2009.0,71.0,"Comedy,Horror",6.0,33
174033,movie,Tokyo Videos of Horror Panic Collection,Tokyo Videos of Horror Panic Collection,2014.0,56.0,Horror,3.1,8
174037,movie,A Fandemic: 50 Fans Celebrate 50 Years of Cinema,A Fandemic: 50 Fans Celebrate 50 Years of Cinema,2021.0,77.0,"Action,Comedy,Horror",3.0,62
174039,movie,The Bunker Game,The Bunker Game,2022.0,95.0,Horror,3.5,1767
174050,movie,They Talk to Me,They Talk,2021.0,96.0,"Horror,Mystery,Thriller",3.8,270
174091,movie,Before Forty,Before Forty,2021.0,,Horror,3.2,27
174100,movie,The Hand,The Hand,2020.0,52.0,Horror,6.9,9
174109,movie,The Burnt House,The Burnt House,2009.0,77.0,"Drama,Horror,Thriller",4.8,98
174110,movie,Cut,Cut,2010.0,87.0,"Horror,Mystery,Thriller",3.2,343
174113,movie,Hilltop Cemetery,Hilltop Cemetery,2011.0,90.0,"Horror,Mystery,Thriller",6.1,11
174125,movie,The Final,The Final,2010.0,93.0,"Drama,Horror,Thriller",5.3,11208
174157,movie,And Soon the Darkness,And Soon the Darkness,2010.0,91.0,"Drama,Horror,Mystery",5.1,17916
174159,movie,Killing Schrödinger's Cats,Killing Schrödinger's Cats,2010.0,90.0,"Horror,Sci-Fi,Thriller",4.6,14
174193,movie,Roadkill,Roadkill,2008.0,70.0,"Comedy,Horror",4.8,12
174195,movie,Fountaine and the Vengeful Nun Who Wouldn't Die,Fountaine and the Vengeful Nun Who Wouldn't Die,2021.0,85.0,"Action,Horror",6.5,28
174201,movie,The Dark Lurking,The Dark Lurking,2009.0,97.0,"Action,Horror,Sci-Fi",3.2,1896
174209,movie,Angel of Death,Angel of Death,2008.0,84.0,"Horror,Mystery,Thriller",4.8,25
174216,movie,The Richmond Family Massacre,The Richmond Family Massacre,2009.0,71.0,"Comedy,Drama,Horror",3.3,18
174232,movie,Big Cat Trail,Big Cat Trail,2021.0,75.0,"Comedy,Horror,Thriller",3.1,111
174269,movie,Ngok nam shi kin,Ngok nam shi kin,2008.0,93.0,Horror,5.0,36
174281,movie,Mutant Vampires from the Planet Neptune,Mutant Vampires from the Planet Neptune,2021.0,,Horror,6.7,42
174283,movie,In the Forest,In the Forest,2022.0,83.0,"Horror,Thriller",3.7,548
174298,movie,Splinter,Splinter,2022.0,56.0,Horror,7.2,11
174301,movie,13 Midnights,13 Midnights,2020.0,75.0,Horror,4.4,15
174361,movie,Shaawanokie,Shaawanokie,2010.0,,Horror,6.1,15
174406,movie,Patrol Men,Patrol Men,2010.0,90.0,Horror,4.6,39
174415,movie,Tickles the Clown,Tickles the Clown,2021.0,75.0,"Horror,Sci-Fi",1.7,18
174418,movie,Mi adorado Monster,Mi adorado Monster,2021.0,92.0,"Documentary,Horror",7.9,17
174435,movie,Photo Manipulation,Photo Manipulation,2008.0,88.0,"Horror,Thriller",5.5,15
174441,movie,Mah,Mah,1991.0,97.0,Horror,6.6,14
174442,movie,Occult,Okaruto,2009.0,110.0,"Horror,Mystery,Thriller",6.5,1467
174445,movie,Teketeke,Teketeke,2009.0,70.0,Horror,5.3,556
174446,movie,Teketeke 2,Teketeke 2,2009.0,73.0,Horror,5.3,229
174464,movie,Project Purgatory,Project Purgatory,2010.0,82.0,"Action,Horror,Sci-Fi",4.5,43
174479,movie,Outcast,Outcast,2010.0,98.0,Horror,5.3,2656
174488,movie,Bedridden,Bedridden,2021.0,,Horror,8.2,6
174493,movie,The Fear Footage: 3AM,The Fear Footage: 3AM,2021.0,71.0,Horror,3.8,201
174496,movie,Horror in the High Desert,Horror in the High Desert,2021.0,82.0,"Horror,Thriller",5.5,1204
174501,movie,It,It,2017.0,135.0,Horror,7.3,531473
174518,movie,The Elderly,Viejos,2022.0,95.0,Horror,5.4,51
174524,movie,Koi Sath Hai,Koi Sath Hai,2021.0,,Horror,3.2,25
174527,movie,Mummies...,Mummies...,2008.0,54.0,"Comedy,Horror",6.3,12
174530,movie,The Darkness Outside,The Darkness Outside,2022.0,,Horror,4.8,131
174531,movie,Dark New World,Dark New World,2009.0,,Horror,4.1,23
174575,movie,Cube,"Cube: Ichido haittara, saigo",2021.0,108.0,"Horror,Mystery,Sci-Fi",4.5,906
174577,movie,Hollywood in the Atomic Age - Monsters! Martians! Mad Scientists!,Hollywood in the Atomic Age - Monsters! Martians! Mad Scientists!,2021.0,120.0,"Horror,Sci-Fi",6.9,20
174584,movie,The Red Nightmare,The Red Nightmare,2021.0,92.0,Horror,4.1,114
174585,movie,Bigfoot Exorcist,Bigfoot Exorcist,2021.0,,Horror,6.6,27
174595,movie,Wild Boar,Wild Boar,2019.0,,"Horror,Sci-Fi",2.9,19
174614,movie,Someone Down There Likes Me,Nekdo tam dole me má rád,2009.0,120.0,"Crime,Horror",5.5,98
174615,movie,The Seance,The Seance,2021.0,82.0,Horror,5.0,325
174619,movie,YellowBrickRoad,YellowBrickRoad,2010.0,98.0,"Horror,Thriller",4.7,6314
174622,movie,Pisaach Kahini - The evil return,Pisaach Kahini - The evil return,2021.0,104.0,Horror,7.9,14
174633,movie,Queen of Sajjangarh,Queen of Sajjangarh,2021.0,,Horror,5.7,27
174645,movie,2084,2084,2009.0,83.0,"Horror,Sci-Fi,Thriller",4.7,157
174654,movie,January,January,2021.0,110.0,"Drama,Horror,Mystery",7.1,34
174696,movie,Broken Contact: A Poltergeist Story,Broken Contact: A Poltergeist Story,2020.0,78.0,"Horror,Thriller",4.7,39
174700,movie,Bitch Ass,Bitch Ass,2022.0,83.0,"Crime,Horror",5.3,61
174729,movie,House of Black Wings,House of Black Wings,2010.0,101.0,Horror,5.7,65
174749,movie,The Leech,The Leech,2022.0,82.0,"Comedy,Horror",6.9,14
174769,movie,The Terror Factor,The Terror Factor,2007.0,84.0,"Comedy,Horror",4.6,71
174779,movie,Don't Let Him In,Don't Let Him In,2011.0,80.0,"Horror,Thriller",3.5,1839
174802,movie,Rare Exports,Rare Exports,2010.0,84.0,"Adventure,Fantasy,Horror",6.6,28959
174841,movie,Slime City Massacre,Slime City Massacre,2010.0,85.0,"Action,Horror,Sci-Fi",4.4,396
174846,movie,Red Nights,Les nuits rouges du bourreau de jade,2010.0,98.0,"Crime,Horror,Thriller",5.4,621
174863,movie,National Theatre Live: Antigone,National Theatre Live: Antigone,2012.0,92.0,"Drama,Horror,War",7.5,33
174879,movie,April 28 Em Jarigindi,April 28 Em Jarigindi,2021.0,113.0,"Drama,Horror,Thriller",6.6,46
174893,movie,The Guardian,Thiên Than Ho Menh,2021.0,127.0,"Crime,Drama,Horror",5.6,355
174902,movie,Dumb & Dahmer,Dumb & Dahmer,2021.0,,Horror,4.8,14
174904,movie,Paranoid: Everything Wipe from the Beginning,Paranoid,2022.0,110.0,"Crime,Drama,Horror",5.9,13
174913,movie,Na Ninna Bidalare,Na Ninna Bidalare,1979.0,127.0,"Drama,Horror",8.1,77
174934,movie,Hell Hath No Fury,Hell Hath No Fury,2021.0,77.0,"Action,Horror",3.2,85
174958,movie,Scream: Legacy,Scream: Legacy,2022.0,65.0,"Horror,Mystery,Thriller",6.1,234
174971,movie,Orgy of the Damned,Orgy of the Damned,2010.0,92.0,"Fantasy,Horror,Thriller",3.7,201
174977,movie,Wolves,Wolves,2014.0,91.0,"Action,Fantasy,Horror",5.2,9428
174990,movie,The Resonator: Miskatonic U,The Resonator: Miskatonic U,2021.0,68.0,"Fantasy,Horror,Sci-Fi",4.9,299
175036,movie,Rage,Rage,2010.0,85.0,"Action,Drama,Horror",4.4,184
175059,movie,Mirror,Mirror,2005.0,112.0,"Horror,Thriller",6.8,86
175062,movie,The Real Pocong,The Real Pocong,2009.0,,Horror,5.5,30
175065,movie,Terowongan Rumah Sakit,Terowongan Rumah Sakit,2009.0,90.0,Horror,6.1,11
175070,movie,Mortician,Mortician,2021.0,95.0,Horror,6.8,18
175094,movie,Hantu Bonceng 2.0,Hantu Bonceng 2.0,2021.0,102.0,Horror,4.5,38
175124,movie,Asalem Jarigindi,Asalem Jarigindi,2021.0,124.0,Horror,8.3,1120
175133,movie,T2,T2,2009.0,102.0,"Fantasy,Horror",6.7,86
175135,movie,Of Silence,Of Silence,2014.0,94.0,"Drama,Horror,Sci-Fi",2.8,386
175138,movie,Safe House 1618,Safe House 1618,2021.0,102.0,"Crime,Horror",3.8,98
175151,movie,Duel on the River,Duel on the River,2021.0,80.0,Horror,6.8,13
175174,movie,The Thing Returns,The Thing: O Regresso,2021.0,101.0,"Action,Horror,Sci-Fi",5.9,288
175182,movie,Pretty Boy,Pretty Boy,2021.0,88.0,Horror,4.9,132
175199,movie,Domina Nocturna,Domina Nocturna,2021.0,74.0,Horror,4.3,55
175225,movie,Altitude,Altitude,2010.0,90.0,"Horror,Mystery,Sci-Fi",4.8,10241
175232,movie,The Moth Diaries,The Moth Diaries,2011.0,82.0,"Drama,Fantasy,Horror",4.9,6627
175234,movie,The Ritual,The Ritual,2009.0,86.0,Horror,3.9,21
175279,movie,"Death, My Darling","Death, My Darling",2021.0,45.0,Horror,8.5,23
175285,movie,The Amityville Moon,The Amityville Moon,2021.0,92.0,"Horror,Thriller",2.5,238
175300,movie,Dream Home,Wai dor lei ah yat ho,2010.0,96.0,"Crime,Drama,Horror",6.6,5464
175312,movie,The Ones You Didn't Burn,The Ones You Didn't Burn,2022.0,,Horror,7.2,13
175336,movie,Amityville Uprising,Amityville Uprising,2022.0,85.0,"Action,Crime,Horror",2.4,262
175341,movie,The Red Book Ritual,The Red Book Ritual,2022.0,84.0,Horror,5.2,16
175348,movie,Namo Boothatma,Namo Boothatma,2014.0,156.0,"Comedy,Drama,Horror",6.8,6
175414,movie,Sharkula,Sharkula,2022.0,71.0,"Action,Horror,Sci-Fi",3.1,106
175428,movie,Exit to Hell,Exit to Hell,2013.0,81.0,"Action,Horror,Thriller",3.5,418
175431,movie,Everything's Eventual,Everything's Eventual,2009.0,78.0,"Crime,Drama,Horror",7.0,86
175434,movie,Bewitched,Embrujada,1976.0,79.0,"Drama,Horror",5.1,11
175442,movie,Porn Star Zombies,Porn Star Zombies,2009.0,80.0,"Comedy,Horror",2.4,344
175443,movie,Retreat,Retreat,2011.0,90.0,"Drama,Horror,Thriller",5.8,12095
175457,movie,Haunted Trail,Haunted Trail,2021.0,80.0,Horror,4.6,339
175468,movie,Claw 2: Blood Legacy,Claw 2: Blood Legacy,2021.0,91.0,Horror,4.2,6
175478,movie,The Norah Zone,The Norah Zone,2021.0,,Horror,6.0,5
175495,movie,Autumn Road,Autumn Road,2021.0,95.0,"Drama,Horror,Mystery",3.9,177
175498,movie,Thingz,Thingz,2020.0,75.0,"Horror,Sci-Fi",4.7,9
175501,movie,Near,Near,2017.0,106.0,"Drama,Fantasy,Horror",8.0,5
175510,movie,Tethered,Tethered,2022.0,88.0,"Drama,Horror,Mystery",4.4,473
175511,movie,Night Wolf,13 Hrs,2010.0,81.0,"Action,Horror,Thriller",4.3,3226
175512,movie,Stalker,Stalker,2010.0,77.0,"Horror,Thriller",4.2,586
175521,movie,The Towel Man,The Towel Man,2021.0,68.0,"Horror,Thriller",1.6,123
175525,movie,The Leprechaun's Curse,Leprechaun's Rage,2021.0,81.0,Horror,5.4,32
175576,movie,Character,Character,2021.0,125.0,"Crime,Horror,Thriller",6.5,592
175622,movie,Samurai Princess,Samurai purinsesu: Gedô-hime,2009.0,82.0,"Action,Horror",4.3,927
175638,movie,Hallows Eve: Slaughter on Second Street,Hallows Eve: Slaughter on Second Street,2008.0,98.0,Horror,5.1,41
175640,movie,Mark of the Damned,Mark of the Damned,2006.0,105.0,"Horror,Sci-Fi",5.8,27
175646,movie,Sea Me,Sea Me,2006.0,90.0,Horror,4.8,8
175653,movie,Eat Me!,Eat Me!,2010.0,90.0,"Comedy,Horror",5.7,103
175663,movie,The Silencing,The Silencing,2008.0,88.0,"Drama,Horror,Thriller",6.0,8
175668,movie,Biophage,Biophage,2010.0,72.0,Horror,2.9,122
175674,movie,The Sleepless Unrest: The Real Conjuring Home,The Sleepless Unrest: The Real Conjuring Home,2021.0,80.0,"Documentary,Horror,Mystery",4.0,1062
175686,movie,Stuffings,Stuffings,2021.0,79.0,"Comedy,Horror",5.2,40
175690,movie,Y todos arderán,Y todos arderán,2021.0,125.0,Horror,7.3,39
175709,movie,The Ancestral,Bóng Ðè,2022.0,101.0,Horror,4.2,135
175722,movie,Evil Things,Evil Things,2009.0,94.0,"Horror,Mystery,Thriller",4.2,1890
175757,movie,My Stuffed Animal Is a Monster,My Stuffed Animal Is a Monster,2009.0,76.0,"Comedy,Horror",5.8,11
175758,movie,Bannerghatta,Bannerghatta,2021.0,80.0,"Crime,Drama,Horror",6.0,650
175791,movie,Blood,Buraddo,2009.0,85.0,"Action,Horror",4.7,323
175805,movie,The Ghost Train of Manggarai,Kisah Nyata Kereta Setan Manggarai,2009.0,90.0,Horror,4.0,29
175830,movie,Si Manis Jembatan Ancol,Si Manis Jembatan Ancol,1973.0,95.0,Horror,6.1,15
175832,movie,The Shock Labyrinth 3D,Senritsu meikyû 3D,2009.0,89.0,"Horror,Thriller",3.8,1105
175853,movie,Stockholm Syndrome,Stockholm Syndrome,2008.0,77.0,Horror,4.1,93
175869,movie,Lenteveld,Lenteveld,2009.0,82.0,"Action,Horror,Thriller",5.1,11
175875,movie,Agyaat,Agyaat,2009.0,130.0,"Drama,Horror,Mystery",2.9,684
175892,movie,Venom Coast,Venom Coast,2021.0,93.0,"Horror,Thriller",3.2,187
175903,movie,The Offering,The Offering,2022.0,80.0,"Drama,Fantasy,Horror",4.5,38
175917,movie,Extinction: The G.M.O. Chronicles,Extinction: The G.M.O. Chronicles,2011.0,110.0,"Drama,Horror,Sci-Fi",4.5,1650
175920,movie,Texas Frightmare Massacre,Texas Frightmare Massacre,2010.0,89.0,"Action,Comedy,Horror",6.1,49
175937,movie,Jesus and Her Gospel of Yes,Jesus and Her Gospel of Yes,2004.0,82.0,Horror,4.0,9
175952,movie,El último zombi,El último zombi,2022.0,85.0,"Horror,Thriller",4.8,19
175955,movie,Irul: Ghost Hotel,IRUL: Ghost Hotel,2021.0,99.0,Horror,6.6,22
175960,movie,Grindsploitation 9,Grindsploitation 9,2021.0,199.0,Horror,6.0,5
175968,movie,Be Silent,Jangan tegur,2009.0,83.0,Horror,4.0,13
175978,movie,Resident Evil: Childhood,Resident Evil: Childhood,2020.0,54.0,"Horror,Sci-Fi",4.8,21
175985,movie,Miracle Valley,Miracle Valley,2021.0,90.0,"Drama,Horror,Mystery",6.5,95
176005,movie,Rounding,Rounding,2022.0,91.0,"Drama,Horror,Mystery",7.6,23
176043,movie,Outpost: Black Sun,Outpost: Black Sun,2012.0,101.0,"Action,Horror,Sci-Fi",4.9,5410
176054,movie,Visions,Visions,2009.0,108.0,"Horror,Mystery,Thriller",4.1,226
176062,movie,Selamat Hari X Jadi,Selamat Hari X Jadi,2021.0,87.0,"Comedy,Horror",3.0,11
176069,movie,Ominous,Ominous,2009.0,84.0,"Drama,Horror",3.2,277
176072,movie,The Hand That Feeds,The Hand That Feeds,2021.0,90.0,"Horror,Mystery,Thriller",8.8,8
176086,movie,Monkey Boy,Monkey Boy,2009.0,79.0,Horror,5.5,75
176087,movie,Bali,Bali,2021.0,103.0,Horror,6.4,324
176091,movie,Jacinto,Jacinto,2021.0,95.0,"Horror,Thriller",6.4,53
176106,movie,The Bloody Way of Ehraman,Ehrimen: Kanli Yol,2021.0,93.0,"Drama,Fantasy,Horror",3.7,67
176132,movie,Melancholie der Engel,Melancholie der Engel,2009.0,158.0,"Drama,Fantasy,Horror",3.2,1238
176147,movie,Share or Die,Share or Die,2021.0,76.0,Horror,3.3,536
176148,movie,The Maestro: A Symphony of Terror,The Maestro,2021.0,99.0,"Fantasy,Horror",7.2,9
176167,movie,River of Darkness,River of Darkness,2011.0,86.0,"Action,Horror,Thriller",2.2,928
176172,movie,HollyBlood,HollyBlood,2022.0,87.0,"Comedy,Fantasy,Horror",6.6,14
176198,movie,Night Caller,Night Caller,2021.0,84.0,"Horror,Mystery,Thriller",5.8,51
176200,movie,The Murder Podcast,The Murder Podcast,2022.0,92.0,"Comedy,Horror",8.1,11
176219,movie,Haunted Identity,Haunted Identity,2021.0,96.0,Horror,2.8,6
176233,movie,Zombie Town: The Movie,Zombie Town: The Movie,2009.0,75.0,"Adventure,Horror",4.4,28
176249,movie,Caged Lesbos A-Go-Go,Caged Lesbos A-Go-Go,2009.0,,"Action,Horror",5.9,42
176255,movie,Ju-on: Black Ghost,Ju-on: Kuroi shôjo,2009.0,60.0,"Fantasy,Horror",5.2,1764
176256,movie,Ju-on: White Ghost,Ju-on: Shiroi rôjo,2009.0,61.0,"Fantasy,Horror",5.9,2247
176278,movie,Sumpa,Sumpa,2009.0,95.0,"Crime,Drama,Horror",5.5,25
176283,movie,What Really Frightens You,What Really Frightens You,2009.0,74.0,Horror,4.0,107
176293,movie,Power,Power,2009.0,78.0,"Horror,Sci-Fi",5.4,20
176298,movie,The Breach,The Breach,2022.0,92.0,Horror,5.3,13
176312,movie,Beast,Beast,2007.0,85.0,Horror,6.4,14
176316,movie,Project: Threshold,Project: Threshold,2009.0,93.0,"Drama,Horror,Thriller",3.7,33
176326,movie,Kinatay,Kinatay,2009.0,105.0,"Crime,Drama,Horror",6.5,1482
176329,movie,Killer Concept,Killer Concept,2021.0,81.0,"Comedy,Horror,Thriller",4.8,189
176330,movie,Burlesque Massacre,Burlesque Massacre,2011.0,82.0,Horror,4.0,110
176334,movie,Kelaster,Kelaster,2020.0,,"Comedy,Horror",2.6,10
176355,movie,Night of the Sinner,Night of the Sinner,2009.0,91.0,"Horror,Thriller",4.7,110
176379,movie,Art of the Devil 3,Long khong 2,2008.0,80.0,Horror,5.5,544
176386,movie,Exorcist Vengeance,Exorcist Vengeance,2022.0,87.0,Horror,2.8,174
176387,movie,The Demon's Child,The Solemn Vow,2022.0,87.0,"Drama,Horror,Mystery",5.8,30
176428,movie,The Farm,The Farm,2009.0,86.0,"Horror,Romance",5.1,40
176441,movie,The Crypt,The Crypt,2009.0,84.0,Horror,3.2,1239
176442,movie,Shadow,Shadow,2009.0,77.0,Horror,5.3,2670
176450,movie,Ex,Byvshaya,2021.0,87.0,"Drama,Horror,Mystery",4.3,146
176454,movie,Speak No Evil,Gæsterne,2022.0,97.0,"Horror,Thriller",6.9,1701
176458,movie,Queen the Awakening,Queen the Awakening,2020.0,94.0,Horror,3.9,13
176476,movie,Vampire Girl vs. Frankenstein Girl,Kyûketsu Shôjo tai Shôjo Furanken,2009.0,84.0,"Action,Comedy,Horror",5.7,3765
176502,movie,Amer,Amer,2009.0,90.0,"Horror,Thriller",6.1,6269
176522,movie,Last the Night,Last the Night,2022.0,88.0,"Horror,Thriller",4.0,3243
176530,movie,Hanzap,Hanzap,2021.0,83.0,Horror,1.8,26
176531,movie,Aileen Wuornos: American Boogeywoman,Aileen Wuornos: American Boogeywoman,2021.0,85.0,"Drama,Horror,Thriller",3.7,1597
176541,movie,Ripper Untold,Ripper Untold,2021.0,85.0,Horror,4.6,1985
176593,movie,The Human Race,The Human Race,2013.0,87.0,"Action,Comedy,Horror",5.1,11011
176611,movie,The Blackwell Ghost 5,The Blackwell Ghost 5,2020.0,72.0,Horror,6.4,277
176632,movie,Underbelly,Underbelly,2007.0,,Horror,4.6,35
176644,movie,Hansel & Gretel: Witch Hunters,Hansel & Gretel: Witch Hunters,2013.0,88.0,"Action,Fantasy,Horror",6.1,205940
176654,movie,The Occultist 2: Bloody Guinea Pigs,The Occultist 2: Bloody Guinea Pigs,2020.0,79.0,Horror,4.0,7
176659,movie,Before Night Falls,Before Night Falls,2022.0,102.0,"Drama,Horror,Mystery",5.3,40
176660,movie,Hospital,Xing lin yi yuan,2020.0,89.0,Horror,3.1,405
176666,movie,Cannibal,Cannibal,2011.0,98.0,Horror,5.1,11
176686,movie,Kamery v glazah,Kamery v glazah,2021.0,66.0,Horror,4.6,9
176723,movie,Vergo,Vergo,2021.0,111.0,"Drama,Horror,Mystery",6.9,14
176733,movie,Dark Feed,Dark Feed,2013.0,86.0,Horror,3.3,1551
176743,movie,Hellgate,Hellgate,2011.0,93.0,"Drama,Fantasy,Horror",4.5,811
176758,movie,Kadampari,Kadampari,2021.0,104.0,Horror,4.6,25
176763,movie,The Uh-Oh Show,The Uh-Oh Show,2009.0,87.0,"Comedy,Horror",4.8,246
176769,movie,Incest Death Squad,Incest Death Squad,2009.0,79.0,"Comedy,Horror",6.6,112
176771,movie,Kiss the Abyss,Kiss the Abyss,2012.0,88.0,Horror,4.1,234
176794,movie,Anak Setan,Anak Setan,2009.0,,Horror,5.3,24
176800,movie,Darah Janda Kolong Wewe,Darah Janda Kolong Wewe,2009.0,90.0,Horror,3.5,17
176813,movie,Pocong Setan Jompo,Pocong Setan Jompo,2009.0,89.0,Horror,3.1,13
176820,movie,Susuk Pocong,Susuk Pocong,2009.0,,Horror,2.9,24
176878,movie,Nobody Sleeps in the Woods Tonight 2,W lesie dzis nie zasnie nikt II,2021.0,96.0,"Comedy,Horror,Thriller",3.9,3697
176889,movie,Horror Stories,Horror Stories,2021.0,90.0,Horror,3.7,14
176904,movie,Final Cut,Coupez !,2022.0,110.0,"Comedy,Horror",7.1,880
176914,movie,Penunggang Agama,Penunggang Agama,2021.0,89.0,Horror,5.8,78
176920,movie,Skyggen,Skyggen,2005.0,75.0,"Crime,Horror,Mystery",2.7,35
176937,movie,Burial of the Rats,L'enterrement des rats,2007.0,87.0,"Horror,Thriller",5.9,17
176941,movie,Nine Minute Love Song,Nine Minute Love Song,2009.0,90.0,"Action,Horror,Romance",5.9,22
176961,movie,Deadly Nightshade,Deadly Nightshade,2021.0,70.0,"Horror,Mystery",5.0,110
176974,movie,Amy's Night Out,Amy's Night Out,2007.0,675.0,Horror,6.0,8
